COD.FABBRICATO	DESCRIZIONE IMMOBILE	COD.UNITA’ IMMOBILIARE	PIANO	NUM.STANZA	CENTRO DI COSTO 	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1843 	TERZO PIANO	18432 	111010206	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1844 	TERZO PIANO	18442 	111010207	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1844 	TERZO PIANO	18442 	111010207	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1844 	TERZO PIANO	18441 	111010207	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1844 	TERZO PIANO	18441 	111010207	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1845 	TERZO PIANO	18451 	111010208	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1845 	TERZO PIANO	18452 	111010208	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1845 	TERZO PIANO	18451 	111010208	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1845 	TERZO PIANO	18452 	111010208	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1846 	TERZO PIANO	18461 	111010209	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1846 	TERZO PIANO	18462 	111010209	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1846 	TERZO PIANO	18461 	111010209	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1846 	TERZO PIANO	18462 	111010209	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1847 	TERZO PIANO	18471 	111010210	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1847 	TERZO PIANO	18472 	111010210	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1847 	TERZO PIANO	18471 	111010210	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1847 	TERZO PIANO	18472 	111010210	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1848 	TERZO PIANO	18481 	111010211	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1848 	TERZO PIANO	18481 	111010211	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2023 	PIANO TERRA	1     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2023 	PIANO TERRA	2     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2033 	PRIMO PIANO	102   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2033 	PRIMO PIANO	102   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2036 	PRIMO PIANO	108   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2043 	SECONDO PIANO	202   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2043 	SECONDO PIANO	202   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2045 	SECONDO PIANO	205   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2054 	TERZO PIANO	304   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2055 	TERZO PIANO	306   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2058 	TERZO PIANO	311   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2024 	PIANO TERRA	3     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2024 	PIANO TERRA	4     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2025 	PIANO TERRA	5     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2026 	PIANO TERRA	8     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2037 	PRIMO PIANO	109   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2037 	PRIMO PIANO	110   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2044 	SECONDO PIANO	203   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2045 	SECONDO PIANO	206   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2046 	SECONDO PIANO	208   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2047 	SECONDO PIANO	210   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2053 	TERZO PIANO	302   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2023 	PIANO TERRA	2     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2034 	PRIMO PIANO	103   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2044 	SECONDO PIANO	203   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2044 	SECONDO PIANO	204   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2044 	SECONDO PIANO	204   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2046 	SECONDO PIANO	208   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2053 	TERZO PIANO	301   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2023 	PIANO TERRA	1     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2024 	PIANO TERRA	3     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2026 	PIANO TERRA	8     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2034 	PRIMO PIANO	103   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2037 	PRIMO PIANO	109   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2037 	PRIMO PIANO	110   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2043 	SECONDO PIANO	201   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2047 	SECONDO PIANO	209   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2048 	SECONDO PIANO	211   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2054 	TERZO PIANO	304   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2055 	TERZO PIANO	305   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2055 	TERZO PIANO	305   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2056 	TERZO PIANO	308   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2057 	TERZO PIANO	310   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2026 	PIANO TERRA	7     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2033 	PRIMO PIANO	101   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2036 	PRIMO PIANO	107   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2045 	SECONDO PIANO	206   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2054 	TERZO PIANO	303   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2056 	TERZO PIANO	307   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2025 	PIANO TERRA	5     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2025 	PIANO TERRA	6     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2025 	PIANO TERRA	6     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2034 	PRIMO PIANO	104   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2035 	PRIMO PIANO	106   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2035 	PRIMO PIANO	106   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2046 	SECONDO PIANO	207   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2047 	SECONDO PIANO	209   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2047 	SECONDO PIANO	210   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2053 	TERZO PIANO	302   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2058 	TERZO PIANO	311   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2033 	PRIMO PIANO	101   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2034 	PRIMO PIANO	104   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2035 	PRIMO PIANO	105   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2038 	PRIMO PIANO	111   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2054 	TERZO PIANO	303   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2055 	TERZO PIANO	306   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2056 	TERZO PIANO	307   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2024 	PIANO TERRA	4     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2026 	PIANO TERRA	7     	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2035 	PRIMO PIANO	105   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2036 	PRIMO PIANO	107   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2036 	PRIMO PIANO	108   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2043 	SECONDO PIANO	201   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2045 	SECONDO PIANO	205   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2046 	SECONDO PIANO	207   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2053 	TERZO PIANO	301   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2056 	TERZO PIANO	308   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2057 	TERZO PIANO	309   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2057 	TERZO PIANO	309   	151300101	
20   	RESIDENZA BRENNERO - VIA BRENNERO                 	2057 	TERZO PIANO	310   	151300101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	006S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	107S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	114S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	115S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	120S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	201S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	203S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	214S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	218S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	302S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	304S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	307S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	313S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	402S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	409S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7906 	SECONDO PIANO	222A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7909 	TERZO PIANO	322A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	001S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	008S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	112S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	114S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	121S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	303S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	315S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	318S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	410S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	411S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7909 	TERZO PIANO	322A_4	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7912 	QUARTO PIANO	420A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7912 	QUARTO PIANO	420A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	002S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	010S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	014S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	102S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	104S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	108S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	202S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	212S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	213S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	219S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	220S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	309S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	310S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	317S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7907 	SECONDO PIANO	223A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	004S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	011S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	014S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	105S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	111S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	116S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	117S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	204S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	208S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	209S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	214S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	311S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	314S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	319S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	407S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	412S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	415S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	417S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7907 	SECONDO PIANO	223A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	005S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	012S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	110S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	305S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	308S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	312S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	405S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	416S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7905 	SECONDO PIANO	221A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7906 	SECONDO PIANO	222A_4	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7908 	TERZO PIANO	321A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7910 	TERZO PIANO	323A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	006S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	009S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	106S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	106S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	109S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	113S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	206S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	210S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	211S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	215S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	301S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	306S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	314S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	316S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7903 	TERZO PIANO	320S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	404S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	414S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7905 	SECONDO PIANO	221A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7910 	TERZO PIANO	323A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7913 	QUARTO PIANO	421A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	010S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	012S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	118S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	204S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	205S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	207S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	208S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	217S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	406S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	413S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	418S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7906 	SECONDO PIANO	222A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7908 	TERZO PIANO	321A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7909 	TERZO PIANO	322A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7911 	QUARTO PIANO	419A_2	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7911 	QUARTO PIANO	419A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7913 	QUARTO PIANO	421A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7913 	QUARTO PIANO	421A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	003S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	007S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	008S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7900 	PIANO TERRA	013S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	101S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	103S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	112S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	119S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7901 	PRIMO PIANO	122S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7902 	SECONDO PIANO	216S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	401S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	403S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7904 	QUARTO PIANO	408S  	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7907 	SECONDO PIANO	223A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7910 	TERZO PIANO	323A_3	114010101	
79   	RESIDENZA UNIVERSITARIA MAYER                     	7912 	QUARTO PIANO	420A_4	114010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA1  	PIANO TERRA	AA1C02	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA1  	PIANO TERRA	AA1C03	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA1  	PIANO TERRA	AA1C01	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C05	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C08	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C10	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C02	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C06	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C04	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C11	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C03	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C07	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C11	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C01	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C05	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C05	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C08	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C09	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA2  	SECONDO PIANO	AA2C11	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C05	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C06	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C14	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C02	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C13	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C01	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C05	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C09	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C11	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C11	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C04	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C12	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C14	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C14	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C05	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C07	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C03	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C08	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C08	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C10	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA3  	TERZO PIANO	AA3C11	112010101	
70   	RESIDENZA UNIVERSITARIA S. BARTOLAMEO             	AA4  	QUARTO PIANO	AA4C07	112010101	
